Date,USGB10,US_SP500,Inflation
2009-04-21,2.9,850.08,1.25
2009-04-22,2.96,843.55,1.33
2009-04-23,2.93,851.92,1.44
2009-04-24,3.0,866.23,1.5
2009-04-27,2.92,857.51,1.47
2009-04-28,3.0,855.16,1.51
2009-04-29,3.1,873.64,1.53
2009-04-30,3.12,872.81,1.47
2009-05-01,3.17,877.52,1.41
2009-05-04,3.16,907.24,1.42
2009-05-05,3.16,903.8,1.43
2009-05-06,3.15,919.53,1.44
2009-05-07,3.3,907.39,1.55
2009-05-08,3.29,929.23,1.52
2009-05-11,3.18,909.24,1.47
2009-05-12,3.18,908.35,1.48
2009-05-13,3.11,883.92,1.44
2009-05-14,3.11,893.07,1.42
2009-05-15,3.12,882.88,1.48
2009-05-18,3.21,909.71,1.56
2009-05-19,3.24,908.13,1.6
2009-05-20,3.2,903.47,1.63
2009-05-21,3.35,888.33,1.68
2009-05-22,3.45,887.0,1.73
2009-05-26,3.49,910.33,1.78
2009-05-27,3.7,893.06,1.88
2009-05-28,3.67,906.83,1.8
2009-05-29,3.47,919.14,1.8
2009-06-01,3.72,942.87,1.91
2009-06-02,3.64,944.74,1.96
2009-06-03,3.55,931.76,1.88
2009-06-04,3.72,942.46,1.89
2009-06-05,3.86,940.09,1.96
2009-06-08,3.89,939.14,1.97
2009-06-09,3.86,942.43,1.98
2009-06-10,3.94,939.15,2.07
2009-06-11,3.86,944.89,1.99
2009-06-12,3.79,946.21,1.9
2009-06-15,3.71,923.72,1.86
2009-06-16,3.67,911.97,1.79
2009-06-17,3.65,910.71,1.73
2009-06-18,3.83,918.37,1.88
2009-06-19,3.79,921.23,1.88
2009-06-22,3.69,893.04,1.83
2009-06-23,3.64,895.1,1.81
2009-06-24,3.69,900.94,1.79
2009-06-25,3.55,920.26,1.73
2009-06-26,3.51,918.9,1.67
2009-06-29,3.49,927.23,1.68
2009-06-30,3.52,919.32,1.75
2009-07-01,3.54,923.33,1.72
2009-07-02,3.5,896.42,1.64
2009-07-06,3.51,898.72,1.49
2009-07-07,3.46,881.03,1.6
2009-07-08,3.29,879.56,1.54
2009-07-09,3.41,882.68,1.57
2009-07-10,3.3,879.13,1.52
2009-07-13,3.35,901.05,1.54
2009-07-14,3.45,905.84,1.64
2009-07-15,3.6,932.68,1.76
2009-07-16,3.56,940.74,1.77
2009-07-17,3.65,940.38,1.86
2009-07-20,3.59,951.13,1.88
2009-07-21,3.48,954.58,1.79
2009-07-22,3.55,954.07,1.83
2009-07-23,3.71,976.29,1.92
2009-07-24,3.67,979.26,1.89
2009-07-27,3.71,982.18,1.9
2009-07-28,3.69,979.62,1.86
2009-07-29,3.66,975.15,1.85
2009-07-30,3.64,986.75,1.89
2009-07-31,3.5,987.48,1.81
2009-08-03,3.64,1002.63,1.88
2009-08-04,3.68,1005.65,1.89
2009-08-05,3.76,1002.72,1.95
2009-08-06,3.75,997.08,1.92
2009-08-07,3.85,1010.48,2.01
2009-08-10,3.77,1007.1,1.97
2009-08-11,3.69,994.35,1.91
2009-08-12,3.7,1005.81,1.88
2009-08-13,3.59,1012.73,1.79
2009-08-14,3.56,1004.09,1.7
2009-08-17,3.49,979.73,1.69
2009-08-18,3.53,989.67,1.73
2009-08-19,3.46,996.46,1.75
2009-08-20,3.44,1007.37,1.82
2009-08-21,3.56,1026.13,1.87
2009-08-24,3.49,1025.57,1.81
2009-08-25,3.45,1028.0,1.73
2009-08-26,3.44,1028.12,1.72
2009-08-27,3.46,1030.98,1.72
2009-08-28,3.45,1028.93,1.7
2009-08-31,3.4,1020.62,1.64
2009-09-01,3.38,998.04,1.64
2009-09-02,3.3,994.75,1.58
2009-09-03,3.33,1003.24,1.64
2009-09-04,3.44,1016.4,1.75
2009-09-08,3.47,1025.39,1.81
2009-09-09,3.48,1033.37,1.82
2009-09-10,3.34,1044.14,1.77
2009-09-11,3.34,1042.73,1.75
2009-09-14,3.41,1049.34,1.77
2009-09-15,3.45,1052.63,1.83
2009-09-16,3.47,1068.76,1.86
2009-09-17,3.4,1065.49,1.8
2009-09-18,3.47,1068.3,1.81
2009-09-21,3.49,1064.66,1.8
2009-09-22,3.46,1071.66,1.81
2009-09-23,3.42,1060.87,1.81
2009-09-24,3.38,1050.78,1.76
2009-09-25,3.33,1044.38,1.74
2009-09-28,3.3,1062.98,1.74
2009-09-29,3.29,1060.61,1.72
2009-09-30,3.31,1057.08,1.75
2009-10-01,3.19,1029.85,1.71
2009-10-02,3.22,1025.21,1.7
2009-10-05,3.22,1040.46,1.73
2009-10-06,3.25,1054.72,1.74
2009-10-07,3.18,1057.58,1.76
2009-10-08,3.26,1065.48,1.78
2009-10-09,3.38,1071.49,1.84
2009-10-12,3.38,1076.19,0.0
2009-10-13,3.31,1073.19,1.88
2009-10-14,3.42,1092.02,1.94
2009-10-15,3.47,1096.56,1.99
2009-10-16,3.42,1087.68,1.98
2009-10-19,3.4,1097.91,2.03
2009-10-20,3.34,1091.06,1.98
2009-10-21,3.41,1081.4,1.99
2009-10-22,3.42,1092.91,1.95
2009-10-23,3.48,1079.6,2.0
2009-10-26,3.55,1066.95,2.0
2009-10-27,3.46,1063.41,2.0
2009-10-28,3.41,1042.63,1.96
2009-10-29,3.5,1066.11,2.03
2009-10-30,3.39,1036.19,2.0
2009-11-02,3.42,1042.88,2.04
2009-11-03,3.47,1045.41,2.05
2009-11-04,3.55,1046.5,2.12
2009-11-05,3.53,1066.63,2.16
2009-11-06,3.5,1069.3,2.17
2009-11-09,3.49,1093.08,2.22
2009-11-10,3.48,1093.01,2.19
2009-11-11,3.47,1098.51,0.0
2009-11-12,3.45,1087.24,2.12
2009-11-13,3.43,1093.48,2.12
2009-11-16,3.33,1109.3,2.12
2009-11-17,3.32,1110.32,2.13
2009-11-18,3.37,1109.8,2.15
2009-11-19,3.35,1094.9,2.14
2009-11-20,3.36,1091.38,2.15
2009-11-23,3.36,1106.24,2.17
2009-11-24,3.32,1105.65,2.11
2009-11-25,3.28,1110.63,2.12
2009-11-30,3.2,1095.63,2.08
2009-12-01,3.28,1108.86,2.14
2009-12-02,3.32,1109.24,2.14
2009-12-03,3.38,1099.92,2.15
2009-12-04,3.48,1105.98,2.14
2009-12-07,3.45,1103.25,2.13
2009-12-08,3.39,1091.94,2.09
2009-12-09,3.42,1095.95,2.09
2009-12-10,3.48,1102.35,2.09
2009-12-11,3.54,1106.41,2.14
2009-12-14,3.55,1114.11,2.19
2009-12-15,3.6,1107.93,2.23
2009-12-16,3.6,1109.18,2.27
2009-12-17,3.49,1096.08,2.22
2009-12-18,3.55,1102.47,2.24
2009-12-21,3.68,1114.05,2.3
2009-12-22,3.74,1118.02,2.33
2009-12-23,3.75,1120.59,2.31
2009-12-28,3.84,1127.78,2.35
2009-12-29,3.81,1126.2,2.36
2009-12-30,3.78,1126.42,2.36
2009-12-31,3.84,1115.1,2.37
2010-01-04,3.84,1132.99,2.38
2010-01-05,3.76,1136.52,2.34
2010-01-06,3.81,1137.14,2.37
2010-01-07,3.82,1141.69,2.41
2010-01-08,3.81,1144.98,2.42
2010-01-11,3.82,1146.98,2.38
2010-01-12,3.72,1136.22,2.39
2010-01-13,3.78,1145.68,2.37
2010-01-14,3.73,1148.46,2.36
2010-01-15,3.68,1136.03,2.36
2010-01-19,3.71,1150.23,2.38
2010-01-20,3.66,1138.04,2.37
2010-01-21,3.61,1116.48,2.33
2010-01-22,3.6,1091.76,2.31
2010-01-25,3.63,1096.78,2.33
2010-01-26,3.63,1092.17,2.34
2010-01-27,3.64,1097.5,2.31
2010-01-28,3.66,1084.53,2.33
2010-01-29,3.61,1073.87,2.33
2010-02-01,3.65,1089.19,2.39
2010-02-02,3.64,1103.32,2.41
2010-02-03,3.7,1097.28,2.43
2010-02-04,3.61,1063.11,2.35
2010-02-05,3.55,1066.19,2.27
2010-02-08,3.59,1056.74,2.27
2010-02-09,3.63,1070.52,2.3
2010-02-10,3.69,1068.13,2.28
2010-02-11,3.73,1078.47,2.26
2010-02-12,3.69,1075.51,2.23
2010-02-16,3.66,1094.87,2.24
2010-02-17,3.74,1099.51,2.28
2010-02-18,3.8,1106.75,2.31
2010-02-19,3.78,1109.17,2.26
2010-02-22,3.8,1108.01,2.25
2010-02-23,3.69,1094.6,2.19
2010-02-24,3.7,1105.24,2.19
2010-02-25,3.64,1102.94,2.13
2010-02-26,3.6,1104.49,2.13
2010-03-01,3.61,1115.71,2.15
2010-03-02,3.61,1118.31,2.16
2010-03-03,3.63,1118.79,2.17
2010-03-04,3.61,1122.97,2.17
2010-03-05,3.68,1138.7,2.21
2010-03-08,3.71,1138.5,2.23
2010-03-09,3.7,1140.45,2.23
2010-03-10,3.72,1145.61,2.24
2010-03-11,3.72,1150.24,2.24
2010-03-12,3.71,1149.99,2.26
2010-03-15,3.7,1150.51,2.25
2010-03-16,3.65,1159.46,2.24
2010-03-17,3.64,1166.21,2.25
2010-03-18,3.67,1165.83,2.23
2010-03-19,3.69,1159.9,2.2
2010-03-22,3.66,1165.81,2.19
2010-03-23,3.68,1174.17,2.2
2010-03-24,3.83,1167.72,2.24
2010-03-25,3.9,1165.73,2.26
2010-03-26,3.86,1166.59,2.24
2010-03-29,3.86,1173.22,2.22
2010-03-30,3.87,1173.27,2.22
2010-03-31,3.83,1169.43,2.24
2010-04-01,3.86,1178.1,2.28
2010-04-05,3.99,1187.44,2.31
2010-04-06,3.97,1189.44,2.3
2010-04-07,3.86,1182.45,2.34
2010-04-08,3.9,1186.44,2.33
2010-04-09,3.89,1194.37,2.34
2010-04-12,3.85,1196.48,2.35
2010-04-13,3.81,1197.3,2.34
2010-04-14,3.86,1210.65,2.34
2010-04-15,3.85,1211.67,2.37
2010-04-16,3.77,1192.13,2.33
2010-04-19,3.81,1197.52,2.34
2010-04-20,3.81,1207.17,2.35
2010-04-21,3.74,1205.94,2.35
2010-04-22,3.77,1208.67,2.34
2010-04-23,3.82,1217.28,2.37
2010-04-26,3.82,1212.05,2.37
2010-04-27,3.69,1183.71,2.34
2010-04-28,3.77,1191.36,2.4
2010-04-29,3.73,1206.78,2.45
2010-04-30,3.66,1186.69,2.4
2010-05-03,3.71,1202.26,2.4
2010-05-04,3.61,1173.6,2.32
2010-05-05,3.55,1165.87,2.28
2010-05-06,3.4,1128.15,2.16
2010-05-07,3.43,1110.88,2.15
2010-05-10,3.54,1159.73,2.24
2010-05-11,3.54,1155.79,2.25
2010-05-12,3.57,1171.67,2.28
2010-05-13,3.56,1157.44,2.27
2010-05-14,3.44,1135.68,2.18
2010-05-17,3.47,1136.94,2.16
2010-05-18,3.38,1120.8,2.13
2010-05-19,3.36,1115.05,2.04
2010-05-20,3.26,1071.59,1.89
2010-05-21,3.2,1087.69,1.87
2010-05-24,3.23,1073.65,1.88
2010-05-25,3.16,1074.03,1.85
2010-05-26,3.22,1067.95,1.91
2010-05-27,3.34,1103.06,2.01
2010-05-28,3.3,1089.41,1.99
2010-06-01,3.3,1070.71,1.97
2010-06-02,3.33,1098.38,1.99
2010-06-03,3.38,1102.83,2.05
2010-06-04,3.2,1064.88,1.94
2010-06-07,3.18,1050.47,1.92
2010-06-08,3.17,1062.0,1.89
2010-06-09,3.19,1055.69,1.92
2010-06-10,3.32,1086.84,1.98
2010-06-11,3.22,1091.6,1.95
2010-06-14,3.28,1089.63,1.97
2010-06-15,3.31,1115.23,2.0
2010-06-16,3.28,1114.61,1.99
2010-06-17,3.19,1116.04,1.99
2010-06-18,3.22,1117.51,1.99
2010-06-21,3.24,1113.2,2.02
2010-06-22,3.17,1095.31,1.98
2010-06-23,3.12,1092.04,1.94
2010-06-24,3.12,1073.69,1.91
2010-06-25,3.11,1076.76,1.91
2010-06-28,3.03,1074.57,1.88
2010-06-29,2.97,1041.24,1.83
2010-06-30,2.95,1030.71,1.82
2010-07-01,2.93,1027.37,1.75
2010-07-02,2.98,1022.58,1.73
2010-07-06,2.93,1028.06,1.69
2010-07-07,2.98,1060.27,1.7
2010-07-08,3.02,1070.25,1.79
2010-07-09,3.06,1077.96,1.81
2010-07-12,3.05,1078.75,1.82
2010-07-13,3.11,1095.34,1.87
2010-07-14,3.05,1095.17,1.84
2010-07-15,2.98,1096.48,1.79
2010-07-16,2.94,1064.88,1.71
2010-07-19,2.96,1071.25,1.7
2010-07-20,2.93,1083.48,1.7
2010-07-21,2.89,1069.59,1.71
2010-07-22,2.93,1093.67,1.75
2010-07-23,2.99,1102.66,1.78
2010-07-26,2.99,1115.01,1.79
2010-07-27,3.05,1113.84,1.82
2010-07-28,3.0,1106.13,1.81
2010-07-29,3.0,1101.53,1.82
2010-07-30,2.91,1101.6,1.8
2010-08-02,2.96,1125.86,1.86
2010-08-03,2.91,1120.46,1.87
2010-08-04,2.95,1127.24,1.86
2010-08-05,2.92,1125.81,1.87
2010-08-06,2.82,1121.64,1.82
2010-08-09,2.82,1127.79,1.82
2010-08-10,2.78,1121.06,1.84
2010-08-11,2.69,1089.47,1.77
2010-08-12,2.74,1083.61,1.69
2010-08-13,2.69,1079.25,1.68
2010-08-16,2.58,1079.38,1.63
2010-08-17,2.65,1092.54,1.63
2010-08-18,2.64,1094.16,1.62
2010-08-19,2.58,1075.63,1.56
2010-08-20,2.61,1071.69,1.57
2010-08-23,2.61,1067.36,1.55
2010-08-24,2.5,1051.87,1.49
2010-08-25,2.54,1055.33,1.53
2010-08-26,2.5,1047.22,1.55
2010-08-27,2.65,1064.59,1.61
2010-08-30,2.55,1048.92,1.55
2010-08-31,2.48,1049.33,1.52
2010-09-01,2.58,1080.29,1.56
2010-09-02,2.63,1090.1,1.58
2010-09-03,2.71,1104.51,1.62
2010-09-07,2.61,1091.84,1.63
2010-09-08,2.65,1098.87,1.64
2010-09-09,2.76,1104.18,1.72
2010-09-10,2.8,1109.55,1.79
2010-09-13,2.74,1121.9,1.8
2010-09-14,2.67,1121.1,1.75
2010-09-15,2.72,1125.07,1.77
2010-09-16,2.76,1124.66,1.77
2010-09-17,2.75,1125.59,1.75
2010-09-20,2.71,1142.71,1.78
2010-09-21,2.59,1139.78,1.83
2010-09-22,2.55,1134.28,1.82
2010-09-23,2.56,1124.83,1.79
2010-09-24,2.61,1148.67,1.81
2010-09-27,2.52,1142.16,1.75
2010-09-28,2.46,1147.7,1.79
2010-09-29,2.51,1144.73,1.78
2010-09-30,2.52,1141.2,1.78
2010-10-01,2.53,1146.24,1.79
2010-10-04,2.48,1137.03,1.78
2010-10-05,2.47,1160.75,1.85
2010-10-06,2.4,1159.97,1.89
2010-10-07,2.4,1158.06,1.88
2010-10-08,2.38,1165.15,1.96
2010-10-12,2.42,1169.77,1.95
2010-10-13,2.43,1178.1,2.02
2010-10-14,2.5,1173.81,2.11
2010-10-15,2.58,1176.19,2.09
2010-10-18,2.49,1184.71,2.05
2010-10-19,2.48,1165.9,2.06
2010-10-20,2.47,1178.17,2.04
2010-10-21,2.53,1180.26,2.07
2010-10-22,2.56,1183.08,2.09
2010-10-25,2.55,1185.62,2.14
2010-10-26,2.64,1185.64,2.15
2010-10-27,2.71,1182.45,2.13
2010-10-28,2.66,1183.78,2.12
2010-10-29,2.61,1183.26,2.13
2010-11-01,2.63,1184.38,2.17
2010-11-02,2.59,1193.57,2.14
2010-11-03,2.62,1197.96,2.17
2010-11-04,2.48,1221.06,2.09
2010-11-05,2.54,1225.85,2.1
2010-11-08,2.56,1223.25,2.12
2010-11-09,2.66,1213.4,2.14
2010-11-10,2.65,1218.71,2.09
2010-11-11,2.65,1213.54,0.0
2010-11-12,2.76,1199.21,2.05
2010-11-15,2.91,1197.75,2.05
2010-11-16,2.85,1178.34,1.98
2010-11-17,2.86,1178.59,2.05
2010-11-18,2.9,1196.69,2.07
2010-11-19,2.88,1199.73,2.11
2010-11-22,2.81,1197.84,2.1
2010-11-23,2.76,1180.73,2.08
2010-11-24,2.91,1198.35,2.13
2010-11-29,2.82,1187.76,2.11
2010-11-30,2.8,1180.55,2.07
2010-12-01,2.96,1206.07,2.14
2010-12-02,3.0,1221.53,2.17
2010-12-03,3.02,1224.71,2.17
2010-12-06,2.94,1223.12,2.16
2010-12-07,3.17,1223.75,2.23
2010-12-08,3.24,1228.28,2.19
2010-12-09,3.22,1233.0,2.14
2010-12-10,3.3,1240.4,2.16
2010-12-13,3.28,1240.46,2.18
2010-12-14,3.46,1241.59,2.22
2010-12-15,3.52,1235.23,2.31
2010-12-16,3.48,1242.87,2.32
2010-12-17,3.33,1243.91,2.28
2010-12-20,3.35,1247.08,2.29
2010-12-21,3.33,1254.6,2.29
2010-12-22,3.35,1258.84,2.33
2010-12-23,3.39,1256.77,2.33
2010-12-27,3.35,1257.54,2.3
2010-12-28,3.48,1258.51,2.33
2010-12-29,3.34,1259.78,2.29
2010-12-30,3.37,1257.88,2.3
2010-12-31,3.31,1257.64,2.3
2011-01-03,3.34,1271.87,2.31
2011-01-04,3.35,1270.2,2.35
2011-01-05,3.48,1276.56,2.42
2011-01-06,3.42,1273.85,2.41
2011-01-07,3.33,1271.5,2.36
2011-01-10,3.3,1269.75,2.36
2011-01-11,3.34,1274.48,2.4
2011-01-12,3.36,1285.96,2.42
2011-01-13,3.3,1283.76,2.37
2011-01-14,3.33,1293.24,2.35
2011-01-18,3.36,1295.02,2.4
2011-01-19,3.34,1281.92,2.38
2011-01-20,3.46,1280.26,2.25
2011-01-21,3.42,1283.35,2.24
2011-01-24,3.41,1290.84,2.25
2011-01-25,3.32,1291.18,2.24
2011-01-26,3.43,1296.63,2.29
2011-01-27,3.39,1299.54,2.26
2011-01-28,3.33,1276.34,2.27
2011-01-31,3.38,1286.12,2.34
2011-02-01,3.44,1307.59,2.37
2011-02-02,3.49,1304.03,2.36
2011-02-03,3.54,1307.1,2.35
2011-02-04,3.65,1310.87,2.38
2011-02-07,3.64,1319.05,2.36
2011-02-08,3.73,1324.57,2.36
2011-02-09,3.64,1320.88,2.31
2011-02-10,3.71,1321.87,2.31
2011-02-11,3.65,1329.15,2.28
2011-02-14,3.61,1332.32,2.28
2011-02-15,3.62,1328.01,2.28
2011-02-16,3.62,1336.32,2.25
2011-02-17,3.57,1340.43,2.27
2011-02-18,3.59,1343.01,2.34
2011-02-22,3.46,1315.44,2.34
2011-02-23,3.49,1307.4,2.39
2011-02-24,3.44,1306.1,2.41
2011-02-25,3.43,1319.88,2.4
2011-02-28,3.41,1327.22,2.39
2011-03-01,3.41,1306.33,2.41
2011-03-02,3.46,1308.44,2.45
2011-03-03,3.57,1330.97,2.49
2011-03-04,3.49,1321.15,2.49
2011-03-07,3.5,1310.13,2.51
2011-03-08,3.54,1321.82,2.55
2011-03-09,3.47,1320.02,2.5
2011-03-10,3.39,1295.11,2.46
2011-03-11,3.39,1304.28,2.44
2011-03-14,3.35,1296.39,2.43
2011-03-15,3.32,1281.87,2.4
2011-03-16,3.21,1256.88,2.37
2011-03-17,3.25,1273.72,2.43
2011-03-18,3.28,1279.21,2.43
2011-03-21,3.32,1298.38,2.44
2011-03-22,3.33,1293.77,2.39
2011-03-23,3.35,1297.54,2.38
2011-03-24,3.4,1309.66,2.47
2011-03-25,3.44,1313.8,2.44
2011-03-28,3.45,1310.19,2.46
2011-03-29,3.49,1319.44,2.47
2011-03-30,3.46,1328.26,2.47
2011-03-31,3.45,1325.83,2.48
2011-04-01,3.45,1332.41,2.52
2011-04-04,3.43,1332.87,2.54
2011-04-05,3.49,1332.63,2.56
2011-04-06,3.55,1335.54,2.57
2011-04-07,3.56,1333.51,2.59
2011-04-08,3.57,1328.17,2.64
2011-04-11,3.57,1324.46,2.63
2011-04-12,3.5,1314.16,2.62
2011-04-13,3.47,1314.41,2.61
2011-04-14,3.49,1314.52,2.62
2011-04-15,3.41,1319.68,2.61
2011-04-18,3.37,1305.14,2.6
2011-04-19,3.36,1312.62,2.63
2011-04-20,3.4,1330.36,2.61
2011-04-21,3.4,1337.38,2.59
2011-04-25,3.36,1335.25,2.6
2011-04-26,3.32,1347.24,2.58
2011-04-27,3.37,1355.66,2.58
2011-04-28,3.31,1360.48,2.56
2011-04-29,3.3,1363.61,2.57
2011-05-02,3.29,1361.22,2.56
2011-05-03,3.26,1356.62,2.55
2011-05-04,3.22,1347.32,2.55
2011-05-05,3.17,1335.1,2.48
2011-05-06,3.16,1340.2,2.48
2011-05-09,3.14,1346.29,2.48
2011-05-10,3.2,1357.16,2.49
2011-05-11,3.16,1342.08,2.43
2011-05-12,3.23,1348.65,2.43
2011-05-13,3.19,1337.77,2.39
2011-05-16,3.15,1329.47,2.34
2011-05-17,3.12,1328.98,2.3
2011-05-18,3.17,1340.68,2.36
2011-05-19,3.17,1343.6,2.26
2011-05-20,3.15,1333.27,2.3
2011-05-23,3.13,1317.37,2.29
2011-05-24,3.12,1316.28,2.33
2011-05-25,3.13,1320.47,2.33
2011-05-26,3.06,1325.69,2.31
2011-05-27,3.06,1331.1,2.28
2011-05-31,3.05,1345.2,2.25
2011-06-01,2.97,1314.55,2.22
2011-06-02,3.03,1312.94,2.26
2011-06-03,3.0,1300.16,2.24
2011-06-06,3.0,1286.17,2.25
2011-06-07,3.01,1284.94,2.25
2011-06-08,2.96,1279.56,2.22
2011-06-09,3.0,1289.0,2.21
2011-06-10,2.97,1270.98,2.2
2011-06-13,2.99,1271.83,2.2
2011-06-14,3.1,1287.87,2.28
2011-06-15,2.97,1265.42,2.24
2011-06-16,2.91,1267.64,2.2
2011-06-17,2.94,1271.5,2.19
2011-06-20,2.96,1278.36,2.18
2011-06-21,2.99,1295.52,2.21
2011-06-22,2.99,1287.14,2.19
2011-06-23,2.91,1283.5,2.22
2011-06-24,2.87,1268.45,2.24
2011-06-27,2.93,1280.1,2.28
2011-06-28,3.05,1296.67,2.32
2011-06-29,3.11,1307.41,2.4
2011-06-30,3.16,1320.64,2.43
2011-07-01,3.2,1339.67,2.45
2011-07-05,3.14,1337.88,2.39
2011-07-06,3.1,1339.22,2.38
2011-07-07,3.15,1353.22,2.42
2011-07-08,3.02,1343.8,2.34
2011-07-11,2.92,1319.49,2.31
2011-07-12,2.91,1313.64,2.32
2011-07-13,2.89,1317.72,2.33
2011-07-14,2.94,1308.87,2.3
2011-07-15,2.91,1316.14,2.33
2011-07-18,2.91,1305.44,2.36
2011-07-19,2.89,1326.73,2.37
2011-07-20,2.93,1325.84,2.34
2011-07-21,3.01,1343.8,2.35
2011-07-22,2.96,1345.02,2.38
2011-07-25,3.0,1337.43,2.45
2011-07-26,2.95,1331.94,2.42
2011-07-27,2.98,1304.89,2.45
2011-07-28,2.95,1300.67,2.46
2011-07-29,2.81,1292.28,2.44
2011-08-01,2.74,1286.94,2.44
2011-08-02,2.62,1254.05,2.37
2011-08-03,2.6,1260.34,2.28
2011-08-04,2.46,1200.07,2.23
2011-08-05,2.56,1199.38,2.26
2011-08-08,2.34,1119.46,2.2
2011-08-09,2.18,1172.53,2.2
2011-08-10,2.14,1120.76,2.3
2011-08-11,2.34,1172.64,2.28
2011-08-12,2.24,1178.81,2.26
2011-08-15,2.29,1204.49,2.23
2011-08-16,2.21,1192.76,2.18
2011-08-17,2.17,1193.89,2.16
2011-08-18,2.08,1140.65,1.99
2011-08-19,2.07,1123.53,2.05
2011-08-22,2.09,1123.82,2.07
2011-08-23,2.14,1162.35,2.02
2011-08-24,2.26,1177.6,2.04
2011-08-25,2.22,1159.27,2.1
2011-08-26,2.19,1176.8,2.04
2011-08-29,2.27,1210.08,2.06
2011-08-30,2.18,1212.92,2.05
2011-08-31,2.22,1218.89,2.05
2011-09-01,2.15,1204.42,2.08
2011-09-02,2.0,1173.97,2.02
2011-09-06,1.98,1165.24,1.93
2011-09-07,2.04,1198.62,1.96
2011-09-08,1.99,1185.9,2.0
2011-09-09,1.92,1154.23,1.96
2011-09-12,1.93,1162.27,1.94
2011-09-13,1.99,1172.87,1.93
2011-09-14,2.01,1188.68,1.91
2011-09-15,2.09,1209.11,1.96
2011-09-16,2.08,1216.01,1.95
2011-09-19,1.94,1204.09,1.88
2011-09-20,1.95,1202.09,1.91
2011-09-21,1.88,1166.76,1.86
2011-09-22,1.72,1129.56,1.71
2011-09-23,1.81,1136.43,1.74
2011-09-26,1.9,1162.95,1.79
2011-09-27,2.02,1175.38,1.88
2011-09-28,2.0,1151.06,1.87
2011-09-29,1.96,1160.4,1.82
2011-09-30,1.92,1131.42,1.75
2011-10-03,1.79,1099.23,1.73
2011-10-04,1.78,1123.95,1.76
2011-10-05,1.91,1144.03,1.8
2011-10-06,1.99,1164.97,1.88
2011-10-07,2.07,1155.46,1.94
2011-10-10,2.08,1194.89,0.0
2011-10-11,2.16,1195.54,1.95
2011-10-12,2.23,1207.25,1.98
2011-10-13,2.17,1203.66,1.92
2011-10-14,2.23,1224.58,1.98
2011-10-17,2.16,1200.86,1.94
2011-10-18,2.15,1225.38,1.97
2011-10-19,2.16,1209.88,1.95
2011-10-20,2.18,1215.39,1.98
2011-10-21,2.2,1238.25,2.0
2011-10-24,2.23,1254.19,2.02
2011-10-25,2.13,1229.05,2.02
2011-10-26,2.2,1242.0,2.08
2011-10-27,2.4,1284.59,2.18
2011-10-28,2.31,1285.09,2.15
2011-10-31,2.18,1253.3,2.09
2011-11-01,2.0,1218.28,2.05
2011-11-02,2.01,1237.9,2.1
2011-11-03,2.07,1261.15,2.09
2011-11-04,2.05,1253.23,2.12
2011-11-07,1.99,1261.12,2.14
2011-11-08,2.07,1275.92,2.13
2011-11-09,1.96,1229.1,2.04
2011-11-10,2.06,1239.7,2.08
2011-11-11,2.06,1263.85,0.0
2011-11-14,2.04,1251.78,2.05
2011-11-15,2.06,1257.81,2.02
2011-11-16,2.02,1236.91,1.96
2011-11-17,1.96,1216.13,1.9
2011-11-18,2.01,1215.65,1.96
2011-11-21,1.96,1192.98,1.9
2011-11-22,1.94,1188.04,1.89
2011-11-23,1.88,1161.79,1.9
2011-11-28,1.96,1192.55,1.95
2011-11-29,2.0,1195.19,1.99
2011-11-30,2.07,1246.96,2.05
2011-12-01,2.12,1244.58,2.05
2011-12-02,2.04,1244.28,2.05
2011-12-05,2.05,1257.08,2.05
2011-12-06,2.09,1258.47,2.07
2011-12-07,2.02,1261.01,2.03
2011-12-08,1.97,1234.35,1.98
2011-12-09,2.05,1255.19,2.02
2011-12-12,2.01,1236.47,2.04
2011-12-13,1.96,1225.73,2.01
2011-12-14,1.9,1211.82,1.96
2011-12-15,1.91,1215.75,1.93
2011-12-16,1.85,1219.66,1.91
2011-12-19,1.81,1205.35,1.94
2011-12-20,1.93,1241.3,2.04
2011-12-21,1.97,1243.72,2.05
2011-12-22,1.95,1254.0,2.04
2011-12-23,2.03,1265.33,2.07
2011-12-27,2.01,1265.43,2.04
2011-12-28,1.91,1249.64,2.0
2011-12-29,1.9,1263.02,1.96
2011-12-30,1.87,1257.6,1.96
2012-01-03,1.96,1277.06,2.01
2012-01-04,2.0,1277.3,2.08
2012-01-05,1.99,1281.06,2.12
2012-01-06,1.96,1277.81,2.09
2012-01-09,1.96,1280.7,2.11
2012-01-10,1.97,1292.08,2.08
2012-01-11,1.9,1292.48,2.03
2012-01-12,1.93,1295.5,2.04
2012-01-13,1.85,1289.09,2.03
2012-01-17,1.85,1293.67,2.04
2012-01-18,1.9,1308.04,2.07
2012-01-19,1.97,1314.5,2.01
2012-01-20,2.03,1315.38,2.04
2012-01-23,2.07,1316.0,2.07
2012-01-24,2.06,1314.65,2.09
2012-01-25,2.01,1326.06,2.13
2012-01-26,1.93,1318.43,2.12
2012-01-27,1.9,1316.33,2.11
2012-01-30,1.84,1313.01,2.11
2012-01-31,1.8,1312.41,2.11
2012-02-01,1.85,1324.09,2.15
2012-02-02,1.83,1325.54,2.16
2012-02-03,1.95,1344.9,2.18
2012-02-06,1.9,1344.33,2.19
2012-02-07,1.97,1347.05,2.21
2012-02-08,1.98,1349.96,2.22
